d1,d2,d3,d4,d5,a5
0.16,0.9875,-1.33375,-0.630625,-1.6790625,44.4159375
-0.16,0.9875,-1.33375,-0.630625,-1.6790625,44.4159375
0.275,-0.9875,-1.33375,-0.630625,-1.6790625,44.4159375
-0.275,-0.9875,-1.33375,-0.630625,-1.6790625,44.4159375
-0.485,-0.79,-1.2625,0.630625,-1.6790625,44.4159375
0.485,-0.79,-1.2625,0.630625,-1.6790625,44.4159375
0.125,0.79,-1.2625,0.630625,-1.6790625,44.4159375
-0.125,0.79,-1.2625,0.630625,-1.6790625,44.4159375
-1.39,-1.53,1.2625,0.630625,-1.6790625,44.4159375
1.39,-1.53,1.2625,0.630625,-1.6790625,44.4159375
-0.42,1.53,1.2625,0.630625,-1.6790625,44.4159375
0.42,1.53,1.2625,0.630625,-1.6790625,44.4159375
-0.865,0.1525,0.3275,1.08,1.6790625,44.4159375
0.865,0.1525,0.3275,1.08,1.6790625,44.4159375
-0.3,-0.1525,0.3275,1.08,1.6790625,44.4159375
0.3,-0.1525,0.3275,1.08,1.6790625,44.4159375
-0.61,0.1825,-0.3275,1.08,1.6790625,44.4159375
0.61,0.1825,-0.3275,1.08,1.6790625,44.4159375
0.315,-0.1825,-0.3275,1.08,1.6790625,44.4159375
-0.315,-0.1825,-0.3275,1.08,1.6790625,44.4159375
0.13,-0.2975,-0.1475,-1.08,1.6790625,44.4159375
-0.13,-0.2975,-0.1475,-1.08,1.6790625,44.4159375
-0.335,0.2975,-0.1475,-1.08,1.6790625,44.4159375
0.335,0.2975,-0.1475,-1.08,1.6790625,44.4159375
-0.205,0.9225,0.1475,-1.08,1.6790625,44.4159375
0.205,0.9225,0.1475,-1.08,1.6790625,44.4159375
0.66,-0.9225,0.1475,-1.08,1.6790625,44.4159375
-0.66,-0.9225,0.1475,-1.08,1.6790625,44.4159375
-0.135,-0.55,-0.88375,-2.67375,0.229375,47.043125
0.135,-0.55,-0.88375,-2.67375,0.229375,47.043125
-0.825,0.55,-0.88375,-2.67375,0.229375,47.043125
0.825,0.55,-0.88375,-2.67375,0.229375,47.043125
-0.825,-0.3775,0.88375,-2.67375,0.229375,47.043125
0.825,-0.3775,0.88375,-2.67375,0.229375,47.043125
-1.19,0.3775,0.88375,-2.67375,0.229375,47.043125
1.19,0.3775,0.88375,-2.67375,0.229375,47.043125
0.06,-0.535,-0.66125,2.67375,0.229375,47.043125
-0.06,-0.535,-0.66125,2.67375,0.229375,47.043125
0.01,0.535,-0.66125,2.67375,0.229375,47.043125
-0.01,0.535,-0.66125,2.67375,0.229375,47.043125
0.28,0.4625,0.66125,2.67375,0.229375,47.043125
-0.28,0.4625,0.66125,2.67375,0.229375,47.043125
0.205,-0.4625,0.66125,2.67375,0.229375,47.043125
-0.205,-0.4625,0.66125,2.67375,0.229375,47.043125
-0.655,0.565,1.38875,2.1775,-0.229375,47.043125
0.655,0.565,1.38875,2.1775,-0.229375,47.043125
0.305,-0.565,1.38875,2.1775,-0.229375,47.043125
-0.305,-0.565,1.38875,2.1775,-0.229375,47.043125
0.24,1.3375,-1.38875,2.1775,-0.229375,47.043125
-0.24,1.3375,-1.38875,2.1775,-0.229375,47.043125
-0.405,-1.3375,-1.38875,2.1775,-0.229375,47.043125
0.405,-1.3375,-1.38875,2.1775,-0.229375,47.043125
0.635,-0.115,0.18375,-2.1775,-0.229375,47.043125
-0.635,-0.115,0.18375,-2.1775,-0.229375,47.043125
-0.045,0.115,0.18375,-2.1775,-0.229375,47.043125
0.045,0.115,0.18375,-2.1775,-0.229375,47.043125
0.93,-0.1125,-0.18375,-2.1775,-0.229375,47.043125
-0.93,-0.1125,-0.18375,-2.1775,-0.229375,47.043125
-1.245,0.1125,-0.18375,-2.1775,-0.229375,47.043125
1.245,0.1125,-0.18375,-2.1775,-0.229375,47.043125
-0.06,-0.7025,-0.0375,-2.576875,-1.7453125,50.6921875
0.06,-0.7025,-0.0375,-2.576875,-1.7453125,50.6921875
0.455,0.7025,-0.0375,-2.576875,-1.7453125,50.6921875
-0.455,0.7025,-0.0375,-2.576875,-1.7453125,50.6921875
1.93E-16,0.2525,0.0375,-2.576875,-1.7453125,50.6921875
-1.93E-16,0.2525,0.0375,-2.576875,-1.7453125,50.6921875
0.925,-0.2525,0.0375,-2.576875,-1.7453125,50.6921875
-0.925,-0.2525,0.0375,-2.576875,-1.7453125,50.6921875
-1.12,-0.4,-0.56375,2.576875,-1.7453125,50.6921875
1.12,-0.4,-0.56375,2.576875,-1.7453125,50.6921875
0.43,0.4,-0.56375,2.576875,-1.7453125,50.6921875
-0.43,0.4,-0.56375,2.576875,-1.7453125,50.6921875
-0.665,0.0775,0.56375,2.576875,-1.7453125,50.6921875
0.665,0.0775,0.56375,2.576875,-1.7453125,50.6921875
0.97,-0.0775,0.56375,2.576875,-1.7453125,50.6921875
-0.97,-0.0775,0.56375,2.576875,-1.7453125,50.6921875
-0.11,0.05,-0.53,0.0525,1.7453125,50.6921875
0.11,0.05,-0.53,0.0525,1.7453125,50.6921875
0.32,-0.05,-0.53,0.0525,1.7453125,50.6921875
-0.32,-0.05,-0.53,0.0525,1.7453125,50.6921875
-1.045,-0.005,0.53,0.0525,1.7453125,50.6921875
1.045,-0.005,0.53,0.0525,1.7453125,50.6921875
0.695,0.005,0.53,0.0525,1.7453125,50.6921875
-0.695,0.005,0.53,0.0525,1.7453125,50.6921875
-0.365,1.1175,0.1225,-0.0525,1.7453125,50.6921875
0.365,1.1175,0.1225,-0.0525,1.7453125,50.6921875
0.57,-1.1175,0.1225,-0.0525,1.7453125,50.6921875
-0.57,-1.1175,0.1225,-0.0525,1.7453125,50.6921875
-0.06,0.0475,-0.1225,-0.0525,1.7453125,50.6921875
0.06,0.0475,-0.1225,-0.0525,1.7453125,50.6921875
0.265,-0.0475,-0.1225,-0.0525,1.7453125,50.6921875
-0.265,-0.0475,-0.1225,-0.0525,1.7453125,50.6921875
0.17,0.145,0.36125,-0.154375,1.0940625,52.2640625
-0.17,0.145,0.36125,-0.154375,1.0940625,52.2640625
0.41,-0.145,0.36125,-0.154375,1.0940625,52.2640625
-0.41,-0.145,0.36125,-0.154375,1.0940625,52.2640625
-0.085,-0.5875,-0.36125,-0.154375,1.0940625,52.2640625
0.085,-0.5875,-0.36125,-0.154375,1.0940625,52.2640625
-0.43,0.5875,-0.36125,-0.154375,1.0940625,52.2640625
0.43,0.5875,-0.36125,-0.154375,1.0940625,52.2640625
-0.135,-0.085,-0.3625,0.154375,1.0940625,52.2640625
0.135,-0.085,-0.3625,0.154375,1.0940625,52.2640625
-0.125,0.085,-0.3625,0.154375,1.0940625,52.2640625
0.125,0.085,-0.3625,0.154375,1.0940625,52.2640625
-0.33,-0.145,0.3625,0.154375,1.0940625,52.2640625
0.33,-0.145,0.3625,0.154375,1.0940625,52.2640625
-0.43,0.145,0.3625,0.154375,1.0940625,52.2640625
0.43,0.145,0.3625,0.154375,1.0940625,52.2640625
-0.03,0.05,0.45,2.35,-1.0940625,52.2640625
0.03,0.05,0.45,2.35,-1.0940625,52.2640625
0.09,-0.05,0.45,2.35,-1.0940625,52.2640625
-0.09,-0.05,0.45,2.35,-1.0940625,52.2640625
-0.36,-0.1,-0.45,2.35,-1.0940625,52.2640625
0.36,-0.1,-0.45,2.35,-1.0940625,52.2640625
0.03,0.1,-0.45,2.35,-1.0940625,52.2640625
-0.03,0.1,-0.45,2.35,-1.0940625,52.2640625
0.5,0.6675,0.2925,-2.35,-1.0940625,52.2640625
-0.5,0.6675,0.2925,-2.35,-1.0940625,52.2640625
0.045,-0.6675,0.2925,-2.35,-1.0940625,52.2640625
-0.045,-0.6675,0.2925,-2.35,-1.0940625,52.2640625
-0.57,-0.2375,-0.2925,-2.35,-1.0940625,52.2640625
0.57,-0.2375,-0.2925,-2.35,-1.0940625,52.2640625
-0.015,0.2375,-0.2925,-2.35,-1.0940625,52.2640625
0.015,0.2375,-0.2925,-2.35,-1.0940625,52.2640625
0.44,-0.045,-0.285,-1.594375,-0.32375,50.028125
-0.44,-0.045,-0.285,-1.594375,-0.32375,50.028125
0.17,0.045,-0.285,-1.594375,-0.32375,50.028125
-0.17,0.045,-0.285,-1.594375,-0.32375,50.028125
0.12,-0.545,0.285,-1.594375,-0.32375,50.028125
-0.12,-0.545,0.285,-1.594375,-0.32375,50.028125
-0.57,0.545,0.285,-1.594375,-0.32375,50.028125
0.57,0.545,0.285,-1.594375,-0.32375,50.028125
-0.125,-0.08,-0.74375,1.594375,-0.32375,50.028125
0.125,-0.08,-0.74375,1.594375,-0.32375,50.028125
-0.395,0.08,-0.74375,1.594375,-0.32375,50.028125
0.395,0.08,-0.74375,1.594375,-0.32375,50.028125
-0.275,-0.6175,0.74375,1.594375,-0.32375,50.028125
0.275,-0.6175,0.74375,1.594375,-0.32375,50.028125
-0.42,0.6175,0.74375,1.594375,-0.32375,50.028125
0.42,0.6175,0.74375,1.594375,-0.32375,50.028125
0.145,0.17,1.2,1.533125,0.32375,50.028125
-0.145,0.17,1.2,1.533125,0.32375,50.028125
0.265,-0.17,1.2,1.533125,0.32375,50.028125
-0.265,-0.17,1.2,1.533125,0.32375,50.028125
0.985,0.74,-1.2,1.533125,0.32375,50.028125
-0.985,0.74,-1.2,1.533125,0.32375,50.028125
0.325,-0.74,-1.2,1.533125,0.32375,50.028125
-0.325,-0.74,-1.2,1.533125,0.32375,50.028125
-0.405,-0.07,0.40625,-1.533125,0.32375,50.028125
0.405,-0.07,0.40625,-1.533125,0.32375,50.028125
0.325,0.07,0.40625,-1.533125,0.32375,50.028125
-0.325,0.07,0.40625,-1.533125,0.32375,50.028125
0.245,0.6725,-0.40625,-1.533125,0.32375,50.028125
-0.245,0.6725,-0.40625,-1.533125,0.32375,50.028125
-0.08,-0.6725,-0.40625,-1.533125,0.32375,50.028125
0.08,-0.6725,-0.40625,-1.533125,0.32375,50.028125
-0.35,-0.1425,-0.975,-1.498125,0.89125,47.594375
0.35,-0.1425,-0.975,-1.498125,0.89125,47.594375
0.275,0.1425,-0.975,-1.498125,0.89125,47.594375
-0.275,0.1425,-0.975,-1.498125,0.89125,47.594375
-0.25,-0.3825,0.975,-1.498125,0.89125,47.594375
0.25,-0.3825,0.975,-1.498125,0.89125,47.594375
-0.505,0.3825,0.975,-1.498125,0.89125,47.594375
0.505,0.3825,0.975,-1.498125,0.89125,47.594375
-0.205,-0.4875,-0.63125,1.498125,0.89125,47.594375
0.205,-0.4875,-0.63125,1.498125,0.89125,47.594375
-0.49,0.4875,-0.63125,1.498125,0.89125,47.594375
0.49,0.4875,-0.63125,1.498125,0.89125,47.594375
-0.37,0.485,0.63125,1.498125,0.89125,47.594375
0.37,0.485,0.63125,1.498125,0.89125,47.594375
1.23,-0.485,0.63125,1.498125,0.89125,47.594375
-1.23,-0.485,0.63125,1.498125,0.89125,47.594375
0.07,0.695,0.89625,1.435625,-0.89125,47.594375
-0.07,0.695,0.89625,1.435625,-0.89125,47.594375
-0.02,-0.695,0.89625,1.435625,-0.89125,47.594375
0.02,-0.695,0.89625,1.435625,-0.89125,47.594375
0.13,0.2875,-0.89625,1.435625,-0.89125,47.594375
-0.13,0.2875,-0.89625,1.435625,-0.89125,47.594375
1.235,-0.2875,-0.89625,1.435625,-0.89125,47.594375
-1.235,-0.2875,-0.89625,1.435625,-0.89125,47.594375
-0.095,-0.2675,0.735,-1.435625,-0.89125,47.594375
0.095,-0.2675,0.735,-1.435625,-0.89125,47.594375
-0.19,0.2675,0.735,-1.435625,-0.89125,47.594375
0.19,0.2675,0.735,-1.435625,-0.89125,47.594375
0.135,0.0625,-0.735,-1.435625,-0.89125,47.594375
-0.135,0.0625,-0.735,-1.435625,-0.89125,47.594375
0.27,-0.0625,-0.735,-1.435625,-0.89125,47.594375
-0.27,-0.0625,-0.735,-1.435625,-0.89125,47.594375
0.35,0.0025,-0.7225,-0.8825,-1.64625,46.12875
-0.35,0.0025,-0.7225,-0.8825,-1.64625,46.12875
-0.135,-0.0025,-0.7225,-0.8825,-1.64625,46.12875
0.135,-0.0025,-0.7225,-0.8825,-1.64625,46.12875
-0.43,-0.5125,0.7225,-0.8825,-1.64625,46.12875
0.43,-0.5125,0.7225,-0.8825,-1.64625,46.12875
-0.095,0.5125,0.7225,-0.8825,-1.64625,46.12875
0.095,0.5125,0.7225,-0.8825,-1.64625,46.12875
-0.515,0.615,0.575,0.8825,-1.64625,46.12875
0.515,0.615,0.575,0.8825,-1.64625,46.12875
-0.195,-0.615,0.575,0.8825,-1.64625,46.12875
0.195,-0.615,0.575,0.8825,-1.64625,46.12875
-0.085,-0.475,-0.575,0.8825,-1.64625,46.12875
0.085,-0.475,-0.575,0.8825,-1.64625,46.12875
-0.225,0.475,-0.575,0.8825,-1.64625,46.12875
0.225,0.475,-0.575,0.8825,-1.64625,46.12875
-0.23,0.05,-0.1225,-1.3925,1.64625,46.12875
0.23,0.05,-0.1225,-1.3925,1.64625,46.12875
-0.19,-0.05,-0.1225,-1.3925,1.64625,46.12875
0.19,-0.05,-0.1225,-1.3925,1.64625,46.12875
0.165,0.45,0.1225,-1.3925,1.64625,46.12875
-0.165,0.45,0.1225,-1.3925,1.64625,46.12875
-0.285,-0.45,0.1225,-1.3925,1.64625,46.12875
0.285,-0.45,0.1225,-1.3925,1.64625,46.12875
-0.43,-0.5275,-0.32,1.3925,1.64625,46.12875
0.43,-0.5275,-0.32,1.3925,1.64625,46.12875
-0.335,0.5275,-0.32,1.3925,1.64625,46.12875
0.335,0.5275,-0.32,1.3925,1.64625,46.12875
0.505,0.1775,0.32,1.3925,1.64625,46.12875
-0.505,0.1775,0.32,1.3925,1.64625,46.12875
0.28,-0.1775,0.32,1.3925,1.64625,46.12875
-0.28,-0.1775,0.32,1.3925,1.64625,46.12875
0.095,0.06,0.64375,0.571875,0.024375,48.185
-0.095,0.06,0.64375,0.571875,0.024375,48.185
-0.195,-0.06,0.64375,0.571875,0.024375,48.185
0.195,-0.06,0.64375,0.571875,0.024375,48.185
-0.115,0.5675,-0.64375,0.571875,0.024375,48.185
0.115,0.5675,-0.64375,0.571875,0.024375,48.185
0.02,-0.5675,-0.64375,0.571875,0.024375,48.185
-0.02,-0.5675,-0.64375,0.571875,0.024375,48.185
-0.155,-0.5025,-0.2,-0.571875,0.024375,48.185
0.155,-0.5025,-0.2,-0.571875,0.024375,48.185
0.57,0.5025,-0.2,-0.571875,0.024375,48.185
-0.57,0.5025,-0.2,-0.571875,0.024375,48.185
-0.385,0.1875,0.2,-0.571875,0.024375,48.185
0.385,0.1875,0.2,-0.571875,0.024375,48.185
-0.22,-0.1875,0.2,-0.571875,0.024375,48.185
0.22,-0.1875,0.2,-0.571875,0.024375,48.185
0.065,-0.045,-0.78875,-0.821875,-0.024375,48.185
-0.065,-0.045,-0.78875,-0.821875,-0.024375,48.185
-0.635,0.045,-0.78875,-0.821875,-0.024375,48.185
0.635,0.045,-0.78875,-0.821875,-0.024375,48.185
-0.055,-0.7825,0.78875,-0.821875,-0.024375,48.185
0.055,-0.7825,0.78875,-0.821875,-0.024375,48.185
-0.25,0.7825,0.78875,-0.821875,-0.024375,48.185
0.25,0.7825,0.78875,-0.821875,-0.024375,48.185
0.805,0.0675,-0.765,0.821875,-0.024375,48.185
-0.805,0.0675,-0.765,0.821875,-0.024375,48.185
-0.08,-0.0675,-0.765,0.821875,-0.024375,48.185
0.08,-0.0675,-0.765,0.821875,-0.024375,48.185
-0.295,-0.1525,0.765,0.821875,-0.024375,48.185
0.295,-0.1525,0.765,0.821875,-0.024375,48.185
-0.01,0.1525,0.765,0.821875,-0.024375,48.185
0.01,0.1525,0.765,0.821875,-0.024375,48.185
-0.465,-0.33,-0.8375,0.354375,-0.8028125,51.5609375
0.465,-0.33,-0.8375,0.354375,-0.8028125,51.5609375
-0.055,0.33,-0.8375,0.354375,-0.8028125,51.5609375
0.055,0.33,-0.8375,0.354375,-0.8028125,51.5609375
0.17,0.1,0.8375,0.354375,-0.8028125,51.5609375
-0.17,0.1,0.8375,0.354375,-0.8028125,51.5609375
0.29,-0.1,0.8375,0.354375,-0.8028125,51.5609375
-0.29,-0.1,0.8375,0.354375,-0.8028125,51.5609375
0.545,0.4625,0.25875,-0.354375,-0.8028125,51.5609375
-0.545,0.4625,0.25875,-0.354375,-0.8028125,51.5609375
0.22,-0.4625,0.25875,-0.354375,-0.8028125,51.5609375
-0.22,-0.4625,0.25875,-0.354375,-0.8028125,51.5609375
0.75,-0.105,-0.25875,-0.354375,-0.8028125,51.5609375
-0.75,-0.105,-0.25875,-0.354375,-0.8028125,51.5609375
-0.67,0.105,-0.25875,-0.354375,-0.8028125,51.5609375
0.67,0.105,-0.25875,-0.354375,-0.8028125,51.5609375
0.35,-0.355,-0.1825,-0.87625,0.8028125,51.5609375
-0.35,-0.355,-0.1825,-0.87625,0.8028125,51.5609375
-0.21,0.355,-0.1825,-0.87625,0.8028125,51.5609375
0.21,0.355,-0.1825,-0.87625,0.8028125,51.5609375
-0.08,0.29,0.1825,-0.87625,0.8028125,51.5609375
0.08,0.29,0.1825,-0.87625,0.8028125,51.5609375
-0.09,-0.29,0.1825,-0.87625,0.8028125,51.5609375
0.09,-0.29,0.1825,-0.87625,0.8028125,51.5609375
-0.285,-0.1125,-0.9425,0.87625,0.8028125,51.5609375
0.285,-0.1125,-0.9425,0.87625,0.8028125,51.5609375
-0.23,0.1125,-0.9425,0.87625,0.8028125,51.5609375
0.23,0.1125,-0.9425,0.87625,0.8028125,51.5609375
-0.125,-0.1575,0.9425,0.87625,0.8028125,51.5609375
0.125,-0.1575,0.9425,0.87625,0.8028125,51.5609375
0.04,0.1575,0.9425,0.87625,0.8028125,51.5609375
-0.04,0.1575,0.9425,0.87625,0.8028125,51.5609375
-0.55,-1.0925,-0.34375,1.17E-15,-0.464375,56.990625
0.55,-1.0925,-0.34375,1.17E-15,-0.464375,56.990625
0.075,1.0925,-0.34375,1.17E-15,-0.464375,56.990625
-0.075,1.0925,-0.34375,1.17E-15,-0.464375,56.990625
-0.18,0.12,0.34375,1.17E-15,-0.464375,56.990625
0.18,0.12,0.34375,1.17E-15,-0.464375,56.990625
-0.01,-0.12,0.34375,1.17E-15,-0.464375,56.990625
0.01,-0.12,0.34375,1.17E-15,-0.464375,56.990625
0.185,-0.165,-0.84625,-1.17E-15,-0.464375,56.990625
-0.185,-0.165,-0.84625,-1.17E-15,-0.464375,56.990625
-0.705,0.165,-0.84625,-1.17E-15,-0.464375,56.990625
0.705,0.165,-0.84625,-1.17E-15,-0.464375,56.990625
-0.37,-0.9125,0.84625,-1.17E-15,-0.464375,56.990625
0.37,-0.9125,0.84625,-1.17E-15,-0.464375,56.990625
-0.265,0.9125,0.84625,-1.17E-15,-0.464375,56.990625
0.265,0.9125,0.84625,-1.17E-15,-0.464375,56.990625
0.42,0.4425,0.1875,0.445,0.464375,56.990625
-0.42,0.4425,0.1875,0.445,0.464375,56.990625
0.345,-0.4425,0.1875,0.445,0.464375,56.990625
-0.345,-0.4425,0.1875,0.445,0.464375,56.990625
-0.48,0.1675,-0.1875,0.445,0.464375,56.990625
0.48,0.1675,-0.1875,0.445,0.464375,56.990625
-0.075,-0.1675,-0.1875,0.445,0.464375,56.990625
0.075,-0.1675,-0.1875,0.445,0.464375,56.990625
-0.365,-0.675,-0.01,-0.445,0.464375,56.990625
0.365,-0.675,-0.01,-0.445,0.464375,56.990625
-0.315,0.675,-0.01,-0.445,0.464375,56.990625
0.315,0.675,-0.01,-0.445,0.464375,56.990625
0.27,-0.15,0.01,-0.445,0.464375,56.990625
-0.27,-0.15,0.01,-0.445,0.464375,56.990625
-0.13,0.15,0.01,-0.445,0.464375,56.990625
0.13,0.15,0.01,-0.445,0.464375,56.990625
-0.15,-0.4575,-0.85625,-1.57125,-2.206875,62.401875
0.15,-0.4575,-0.85625,-1.57125,-2.206875,62.401875
-0.135,0.4575,-0.85625,-1.57125,-2.206875,62.401875
0.135,0.4575,-0.85625,-1.57125,-2.206875,62.401875
-0.75,-0.26,0.85625,-1.57125,-2.206875,62.401875
0.75,-0.26,0.85625,-1.57125,-2.206875,62.401875
-0.1,0.26,0.85625,-1.57125,-2.206875,62.401875
0.1,0.26,0.85625,-1.57125,-2.206875,62.401875
0.025,-0.7125,-0.65875,1.57125,-2.206875,62.401875
-0.025,-0.7125,-0.65875,1.57125,-2.206875,62.401875
-0.19,0.7125,-0.65875,1.57125,-2.206875,62.401875
0.19,0.7125,-0.65875,1.57125,-2.206875,62.401875
-0.145,-0.84,0.65875,1.57125,-2.206875,62.401875
0.145,-0.84,0.65875,1.57125,-2.206875,62.401875
-0.305,0.84,0.65875,1.57125,-2.206875,62.401875
0.305,0.84,0.65875,1.57125,-2.206875,62.401875
-0.25,-0.11,0.2325,-0.68125,2.206875,62.401875
0.25,-0.11,0.2325,-0.68125,2.206875,62.401875
0.54,0.11,0.2325,-0.68125,2.206875,62.401875
-0.54,0.11,0.2325,-0.68125,2.206875,62.401875
0.01,0.265,-0.2325,-0.68125,2.206875,62.401875
-0.01,0.265,-0.2325,-0.68125,2.206875,62.401875
-0.06,-0.265,-0.2325,-0.68125,2.206875,62.401875
0.06,-0.265,-0.2325,-0.68125,2.206875,62.401875
-0.57,-0.3925,0.1425,0.68125,2.206875,62.401875
0.57,-0.3925,0.1425,0.68125,2.206875,62.401875
-0.315,0.3925,0.1425,0.68125,2.206875,62.401875
0.315,0.3925,0.1425,0.68125,2.206875,62.401875
0.53,-0.1175,-0.1425,0.68125,2.206875,62.401875
-0.53,-0.1175,-0.1425,0.68125,2.206875,62.401875
-0.535,0.1175,-0.1425,0.68125,2.206875,62.401875
0.535,0.1175,-0.1425,0.68125,2.206875,62.401875
0.65,1.105,1.95625,-0.0725,0.03375,61.7775
-0.65,1.105,1.95625,-0.0725,0.03375,61.7775
0.8,-1.105,1.95625,-0.0725,0.03375,61.7775
-0.8,-1.105,1.95625,-0.0725,0.03375,61.7775
1.125,0.5425,-1.95625,-0.0725,0.03375,61.7775
-1.125,0.5425,-1.95625,-0.0725,0.03375,61.7775
0.05,-0.5425,-1.95625,-0.0725,0.03375,61.7775
-0.05,-0.5425,-1.95625,-0.0725,0.03375,61.7775
-0.37,-0.3225,-0.59125,0.0725,0.03375,61.7775
0.37,-0.3225,-0.59125,0.0725,0.03375,61.7775
0.065,0.3225,-0.59125,0.0725,0.03375,61.7775
-0.065,0.3225,-0.59125,0.0725,0.03375,61.7775
0.11,-0.685,0.59125,0.0725,0.03375,61.7775
-0.11,-0.685,0.59125,0.0725,0.03375,61.7775
-0.39,0.685,0.59125,0.0725,0.03375,61.7775
0.39,0.685,0.59125,0.0725,0.03375,61.7775
0.45,1.0725,0.2475,0.39625,-0.03375,61.7775
-0.45,1.0725,0.2475,0.39625,-0.03375,61.7775
0.325,-1.0725,0.2475,0.39625,-0.03375,61.7775
-0.325,-1.0725,0.2475,0.39625,-0.03375,61.7775
-0.66,0.0175,-0.2475,0.39625,-0.03375,61.7775
0.66,0.0175,-0.2475,0.39625,-0.03375,61.7775
0.725,-0.0175,-0.2475,0.39625,-0.03375,61.7775
-0.725,-0.0175,-0.2475,0.39625,-0.03375,61.7775
-0.96,0.0225,-0.29,-0.39625,-0.03375,61.7775
0.96,0.0225,-0.29,-0.39625,-0.03375,61.7775
0.325,-0.0225,-0.29,-0.39625,-0.03375,61.7775
-0.325,-0.0225,-0.29,-0.39625,-0.03375,61.7775
-0.115,-0.5625,0.29,-0.39625,-0.03375,61.7775
0.115,-0.5625,0.29,-0.39625,-0.03375,61.7775
0.14,0.5625,0.29,-0.39625,-0.03375,61.7775
-0.14,0.5625,0.29,-0.39625,-0.03375,61.7775
-0.885,-0.4025,-0.17125,0.476875,-1.7215625,66.1034375
0.885,-0.4025,-0.17125,0.476875,-1.7215625,66.1034375
-0.79,0.4025,-0.17125,0.476875,-1.7215625,66.1034375
0.79,0.4025,-0.17125,0.476875,-1.7215625,66.1034375
0.15,0.37,0.17125,0.476875,-1.7215625,66.1034375
-0.15,0.37,0.17125,0.476875,-1.7215625,66.1034375
-0.28,-0.37,0.17125,0.476875,-1.7215625,66.1034375
0.28,-0.37,0.17125,0.476875,-1.7215625,66.1034375
-0.25,-0.0975,-0.5475,-0.476875,-1.7215625,66.1034375
0.25,-0.0975,-0.5475,-0.476875,-1.7215625,66.1034375
-0.085,0.0975,-0.5475,-0.476875,-1.7215625,66.1034375
0.085,0.0975,-0.5475,-0.476875,-1.7215625,66.1034375
-0.68,-1.7125,0.5475,-0.476875,-1.7215625,66.1034375
0.68,-1.7125,0.5475,-0.476875,-1.7215625,66.1034375
-0.655,1.7125,0.5475,-0.476875,-1.7215625,66.1034375
0.655,1.7125,0.5475,-0.476875,-1.7215625,66.1034375
-0.16,0.43,-0.8225,-0.2025,1.7215625,66.1034375
0.16,0.43,-0.8225,-0.2025,1.7215625,66.1034375
-0.15,-0.43,-0.8225,-0.2025,1.7215625,66.1034375
0.15,-0.43,-0.8225,-0.2025,1.7215625,66.1034375
0.09,-0.065,0.8225,-0.2025,1.7215625,66.1034375
-0.09,-0.065,0.8225,-0.2025,1.7215625,66.1034375
-0.13,0.065,0.8225,-0.2025,1.7215625,66.1034375
0.13,0.065,0.8225,-0.2025,1.7215625,66.1034375
-0.175,-0.135,-0.0175,0.2025,1.7215625,66.1034375
0.175,-0.135,-0.0175,0.2025,1.7215625,66.1034375
0.045,0.135,-0.0175,0.2025,1.7215625,66.1034375
-0.045,0.135,-0.0175,0.2025,1.7215625,66.1034375
0.66,-0.135,0.0175,0.2025,1.7215625,66.1034375
-0.66,-0.135,0.0175,0.2025,1.7215625,66.1034375
-0.25,0.135,0.0175,0.2025,1.7215625,66.1034375
0.25,0.135,0.0175,0.2025,1.7215625,66.1034375
-0.505,0.0625,-0.46,-0.255,2.379375,68.498125
0.505,0.0625,-0.46,-0.255,2.379375,68.498125
-1.04,-0.0625,-0.46,-0.255,2.379375,68.498125
1.04,-0.0625,-0.46,-0.255,2.379375,68.498125
0.33,-0.0525,0.46,-0.255,2.379375,68.498125
-0.33,-0.0525,0.46,-0.255,2.379375,68.498125
-0.175,0.0525,0.46,-0.255,2.379375,68.498125
0.175,0.0525,0.46,-0.255,2.379375,68.498125
1.82E-15,-0.135,0.4925,0.255,2.379375,68.498125
-1.82E-15,-0.135,0.4925,0.255,2.379375,68.498125
-0.48,0.135,0.4925,0.255,2.379375,68.498125
0.48,0.135,0.4925,0.255,2.379375,68.498125
0.145,1.345,-0.4925,0.255,2.379375,68.498125
-0.145,1.345,-0.4925,0.255,2.379375,68.498125
1.415,-1.345,-0.4925,0.255,2.379375,68.498125
-1.415,-1.345,-0.4925,0.255,2.379375,68.498125
-0.105,-0.5,0.96125,0.045,-2.379375,68.498125
0.105,-0.5,0.96125,0.045,-2.379375,68.498125
0.585,0.5,0.96125,0.045,-2.379375,68.498125
-0.585,0.5,0.96125,0.045,-2.379375,68.498125
0.53,0.0775,-0.96125,0.045,-2.379375,68.498125
-0.53,0.0775,-0.96125,0.045,-2.379375,68.498125
0.395,-0.0775,-0.96125,0.045,-2.379375,68.498125
-0.395,-0.0775,-0.96125,0.045,-2.379375,68.498125
0.105,-0.1925,-0.03625,-0.045,-2.379375,68.498125
-0.105,-0.1925,-0.03625,-0.045,-2.379375,68.498125
-0.13,0.1925,-0.03625,-0.045,-2.379375,68.498125
0.13,0.1925,-0.03625,-0.045,-2.379375,68.498125
-0.125,0.655,0.03625,-0.045,-2.379375,68.498125
0.125,0.655,0.03625,-0.045,-2.379375,68.498125
-0.395,-0.655,0.03625,-0.045,-2.379375,68.498125
0.395,-0.655,0.03625,-0.045,-2.379375,68.498125
-0.575,-0.7075,-2.42625,-2.564375,1.1434375,70.1996875
